"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  "
"JSWDULUX","EQ","16-Apr-2026","2,999.00","3,019.00","3,041.00","2,931.00","2,958.90","2,958.80","2,990.00","32,555","9,73,39,591.30","3,150"
"JSWDULUX","EQ","15-Apr-2026","2,986.80","2,999.80","3,025.00","2,986.80","2,994.00","2,999.00","3,006.27","14,715","4,42,37,258.60","2,672"
"AKZOINDIA","EQ","13-Apr-2026","2,975.70","2,951.00","3,010.00","2,918.10","2,976.50","2,986.80","2,959.70","48,505","14,35,60,096.30","7,891"
"AKZOINDIA","EQ","10-Apr-2026","2,980.70","2,980.70","2,999.90","2,961.70","2,979.50","2,975.70","2,971.99","64,364","19,12,89,016.20","4,086"
"AKZOINDIA","EQ","09-Apr-2026","2,972.00","2,972.00","3,011.30","2,952.50","2,965.00","2,980.70","2,985.83","7,209","2,15,24,843.70","3,053"
"AKZOINDIA","EQ","08-Apr-2026","2,980.20","3,049.00","3,064.20","2,961.00","2,976.90","2,972.00","2,989.87","18,500","5,53,12,615.80","5,038"
"AKZOINDIA","EQ","07-Apr-2026","2,987.40","2,980.00","2,990.40","2,940.00","2,963.00","2,980.20","2,971.67","4,998","1,48,52,388.70","1,852"
"AKZOINDIA","EQ","06-Apr-2026","2,991.80","2,961.40","2,999.00","2,928.10","2,980.00","2,987.40","2,962.36","13,165","3,89,99,525.00","3,760"
"AKZOINDIA","EQ","02-Apr-2026","2,871.50","2,818.10","3,050.00","2,758.00","2,961.40","2,991.80","2,972.64","1,05,032","31,22,22,530.60","20,323"
"AKZOINDIA","EQ","01-Apr-2026","2,844.70","2,858.90","2,996.80","2,830.20","2,855.00","2,871.50","2,882.69","40,360","11,63,45,222.20","9,441"
"AKZOINDIA","EQ","30-Mar-2026","2,947.50","2,915.00","2,948.00","2,813.10","2,818.50","2,844.70","2,891.10","52,832","15,27,42,422.10","12,553"
"AKZOINDIA","EQ","27-Mar-2026","2,925.10","2,929.90","2,950.00","2,858.60","2,948.00","2,947.50","2,935.43","50,663","14,87,17,472.90","9,460"
"AKZOINDIA","EQ","25-Mar-2026","2,852.40","2,852.50","2,933.70","2,852.50","2,929.90","2,925.10","2,910.70","49,048","14,27,63,827.60","9,524"
"AKZOINDIA","EQ","24-Mar-2026","2,847.40","2,865.00","2,879.60","2,800.00","2,856.50","2,852.40","2,844.29","52,096","14,81,76,097.40","7,939"
"AKZOINDIA","EQ","23-Mar-2026","2,885.10","2,844.00","2,869.70","2,743.20","2,855.00","2,847.40","2,806.07","25,290","7,09,65,474.50","6,576"
"AKZOINDIA","EQ","20-Mar-2026","2,797.80","2,807.80","2,909.20","2,773.10","2,862.00","2,885.10","2,877.05","1,40,991","40,56,38,140.70","9,732"
"AKZOINDIA","EQ","19-Mar-2026","2,920.80","2,880.00","2,898.40","2,780.10","2,812.10","2,797.80","2,825.30","11,636","3,28,75,216.50","2,800"
"AKZOINDIA","EQ","18-Mar-2026","2,895.80","2,915.80","2,941.00","2,883.70","2,924.00","2,920.80","2,916.71","23,324","6,80,29,283.60","5,464"
"AKZOINDIA","EQ","17-Mar-2026","2,884.70","2,884.70","2,901.90","2,850.00","2,894.00","2,895.80","2,882.55","12,251","3,53,14,086.80","3,619"
"AKZOINDIA","EQ","16-Mar-2026","2,866.00","2,866.00","2,896.80","2,811.00","2,851.00","2,884.70","2,863.33","19,562","5,60,12,468.90","5,429"
"AKZOINDIA","EQ","13-Mar-2026","2,916.90","2,901.10","2,924.40","2,840.30","2,884.90","2,866.00","2,880.14","20,205","5,81,93,140.80","4,578"
"AKZOINDIA","EQ","12-Mar-2026","2,880.80","2,835.00","2,939.00","2,821.80","2,925.00","2,916.90","2,883.00","17,953","5,17,58,566.20","4,899"
"AKZOINDIA","EQ","11-Mar-2026","2,893.10","2,895.30","2,920.00","2,840.90","2,869.00","2,880.80","2,878.07","31,791","9,14,96,701.50","6,090"
"AKZOINDIA","EQ","10-Mar-2026","2,714.50","2,725.00","2,915.00","2,725.00","2,909.90","2,893.10","2,849.68","51,499","14,67,55,435.90","9,920"
"AKZOINDIA","EQ","09-Mar-2026","2,774.80","2,748.00","2,755.00","2,667.00","2,715.00","2,714.50","2,701.39","28,027","7,57,11,804.80","6,309"
"AKZOINDIA","EQ","06-Mar-2026","2,835.50","2,840.80","2,870.70","2,756.50","2,766.50","2,774.80","2,802.71","22,812","6,39,35,458.70","5,274"
"AKZOINDIA","EQ","05-Mar-2026","2,894.50","2,894.90","2,902.30","2,820.10","2,832.00","2,835.50","2,840.12","31,498","8,94,58,143.10","8,595"
"AKZOINDIA","EQ","04-Mar-2026","2,892.90","2,872.90","2,930.10","2,829.80","2,851.50","2,894.50","2,869.86","21,612","6,20,23,490.20","6,582"
"AKZOINDIA","EQ","02-Mar-2026","2,935.30","2,778.60","2,938.70","2,778.60","2,927.00","2,892.90","2,898.90","31,299","9,07,32,620.30","7,601"
"AKZOINDIA","EQ","27-Feb-2026","3,028.50","3,008.50","3,029.90","2,889.00","2,977.10","2,935.30","2,936.90","2,83,562","83,27,92,762.00","14,974"
"AKZOINDIA","EQ","26-Feb-2026","3,091.00","3,091.00","3,091.00","2,955.00","3,011.00","3,028.50","3,012.63","36,373","10,95,78,254.00","7,265"
"AKZOINDIA","EQ","25-Feb-2026","3,117.80","3,121.00","3,125.00","3,072.40","3,094.80","3,091.00","3,092.04","17,046","5,27,06,877.20","4,441"
"AKZOINDIA","EQ","24-Feb-2026","3,086.10","3,086.10","3,119.40","3,079.90","3,110.10","3,117.80","3,108.80","30,662","9,53,22,055.10","6,041"
"AKZOINDIA","EQ","23-Feb-2026","3,054.40","3,079.00","3,097.70","3,042.40","3,068.80","3,086.10","3,073.29","25,068","7,70,41,177.10","5,008"
"AKZOINDIA","EQ","20-Feb-2026","3,040.20","3,039.00","3,079.80","3,030.30","3,064.80","3,054.40","3,060.66","17,785","5,44,33,777.70","4,217"
"AKZOINDIA","EQ","19-Feb-2026","3,066.30","3,086.90","3,087.00","3,000.10","3,045.00","3,040.20","3,062.26","16,277","4,98,44,402.10","3,136"
"AKZOINDIA","EQ","18-Feb-2026","3,034.50","3,034.10","3,074.80","3,017.70","3,074.00","3,066.30","3,054.65","20,127","6,14,81,030.60","3,627"
"AKZOINDIA","EQ","17-Feb-2026","3,021.60","3,039.00","3,041.00","2,993.50","3,035.80","3,034.50","3,028.16","16,905","5,11,91,056.50","3,475"
"AKZOINDIA","EQ","16-Feb-2026","2,950.90","2,950.00","3,028.00","2,921.80","3,026.40","3,021.60","3,006.71","27,490","8,26,54,323.80","5,587"
"AKZOINDIA","EQ","13-Feb-2026","3,000.30","3,000.00","3,019.80","2,889.30","2,950.00","2,950.90","2,935.48","28,914","8,48,76,462.60","4,837"
"AKZOINDIA","EQ","12-Feb-2026","3,001.10","3,001.10","3,020.00","2,977.60","2,994.90","3,000.30","3,003.37","9,562","2,87,18,199.20","3,014"
"AKZOINDIA","EQ","11-Feb-2026","3,022.30","3,022.30","3,035.00","2,989.10","3,001.20","3,001.10","3,011.41","13,261","3,99,34,301.40","3,780"
"AKZOINDIA","EQ","10-Feb-2026","2,975.50","2,940.00","3,033.00","2,940.00","3,011.60","3,022.30","3,002.12","19,760","5,93,21,807.60","3,795"
"AKZOINDIA","EQ","09-Feb-2026","2,918.60","2,918.60","2,988.90","2,890.00","2,942.00","2,975.50","2,939.00","28,351","8,33,23,533.50","7,025"
"AKZOINDIA","EQ","06-Feb-2026","2,823.30","2,823.20","2,940.00","2,808.20","2,928.50","2,918.60","2,867.11","29,318","8,40,58,015.60","6,843"
"AKZOINDIA","EQ","05-Feb-2026","2,893.20","2,880.00","2,893.90","2,799.30","2,827.10","2,823.30","2,834.43","41,984","11,90,00,779.90","5,665"
"AKZOINDIA","EQ","04-Feb-2026","2,852.80","2,856.90","2,896.00","2,797.60","2,891.60","2,893.20","2,864.95","21,623","6,19,48,780.90","4,265"
"AKZOINDIA","EQ","03-Feb-2026","2,819.10","2,859.90","2,879.80","2,788.00","2,857.00","2,852.80","2,851.45","57,053","16,26,83,968.50","10,367"
"AKZOINDIA","EQ","02-Feb-2026","2,724.70","2,720.00","2,845.00","2,686.50","2,844.80","2,819.10","2,770.31","58,325","16,15,78,430.40","12,119"
"AKZOINDIA","EQ","01-Feb-2026","2,800.00","2,800.00","2,812.40","2,658.70","2,720.50","2,724.70","2,723.10","26,526","7,22,32,995.40","4,933"
"AKZOINDIA","EQ","30-Jan-2026","2,787.00","2,788.00","2,817.00","2,733.50","2,800.00","2,800.00","2,789.78","51,477","14,36,09,335.60","6,884"
"AKZOINDIA","EQ","29-Jan-2026","2,828.20","2,817.20","2,852.10","2,746.70","2,798.00","2,787.00","2,774.21","40,449","11,22,13,922.50","7,751"
"AKZOINDIA","EQ","28-Jan-2026","2,901.00","2,916.60","2,916.60","2,811.00","2,829.00","2,828.20","2,832.71","52,455","14,85,89,805.20","6,976"
"AKZOINDIA","EQ","27-Jan-2026","2,938.60","2,959.90","2,969.90","2,851.50","2,908.00","2,901.00","2,888.40","45,485","13,13,78,911.40","10,296"
"AKZOINDIA","EQ","23-Jan-2026","2,934.60","2,923.00","2,956.60","2,910.00","2,925.00","2,938.60","2,940.13","20,440","6,00,96,198.10","5,670"
"AKZOINDIA","EQ","22-Jan-2026","2,946.50","2,959.90","2,975.90","2,916.50","2,920.00","2,934.60","2,946.14","21,066","6,20,63,477.50","3,322"
"AKZOINDIA","EQ","21-Jan-2026","2,972.90","2,960.00","2,992.80","2,921.00","2,985.00","2,946.50","2,948.11","82,967","24,45,95,979.20","11,949"
"AKZOINDIA","EQ","20-Jan-2026","3,060.00","3,042.20","3,071.80","2,960.00","2,976.00","2,972.90","3,024.58","54,847","16,58,89,412.00","8,848"
"AKZOINDIA","EQ","19-Jan-2026","3,088.80","3,104.00","3,104.00","3,044.00","3,044.00","3,060.00","3,061.21","33,097","10,13,16,893.80","8,776"
"AKZOINDIA","EQ","16-Jan-2026","3,111.00","3,095.00","3,108.00","3,066.50","3,086.10","3,088.80","3,087.47","64,673","19,96,76,097.00","8,391"
"AKZOINDIA","EQ","14-Jan-2026","3,102.60","3,096.00","3,124.20","3,085.00","3,087.00","3,111.00","3,110.25","28,935","8,99,95,217.50","8,179"
"AKZOINDIA","EQ","13-Jan-2026","3,138.30","3,138.30","3,148.00","3,083.00","3,103.80","3,102.60","3,114.91","22,729","7,07,98,827.10","5,289"
"AKZOINDIA","EQ","12-Jan-2026","3,133.90","3,129.00","3,149.00","3,080.40","3,141.80","3,138.30","3,114.78","36,481","11,36,30,157.70","9,146"
"AKZOINDIA","EQ","09-Jan-2026","3,161.10","3,132.40","3,160.80","3,111.20","3,111.20","3,133.90","3,140.17","40,508","12,72,02,028.80","7,869"
"AKZOINDIA","EQ","08-Jan-2026","3,171.50","3,171.50","3,174.00","3,150.00","3,168.80","3,161.10","3,161.09","49,706","15,71,25,313.00","6,575"
"AKZOINDIA","EQ","07-Jan-2026","3,179.00","3,180.10","3,224.00","3,153.00","3,160.00","3,171.50","3,182.20","3,04,148","96,78,59,023.50","15,440"
"AKZOINDIA","EQ","06-Jan-2026","3,182.80","3,182.80","3,203.00","3,141.00","3,195.00","3,179.00","3,173.16","1,62,109","51,43,98,443.00","7,717"
"AKZOINDIA","EQ","05-Jan-2026","3,211.60","3,201.70","3,201.80","3,162.00","3,178.10","3,182.80","3,179.03","33,727","10,72,19,178.00","5,332"
"AKZOINDIA","EQ","02-Jan-2026","3,185.90","3,199.00","3,218.90","3,163.00","3,200.00","3,211.60","3,191.54","41,747","13,32,37,091.50","4,717"
"AKZOINDIA","EQ","01-Jan-2026","3,177.30","3,175.10","3,193.90","3,141.00","3,180.00","3,185.90","3,172.37","44,106","13,99,20,736.00","6,396"
"AKZOINDIA","EQ","31-Dec-2025","3,206.20","3,206.00","3,223.40","3,155.00","3,156.00","3,177.30","3,189.96","56,651","18,07,14,358.40","5,877"
"AKZOINDIA","EQ","30-Dec-2025","3,147.10","3,147.10","3,214.00","3,125.00","3,208.00","3,206.20","3,190.54","2,84,143","90,65,69,804.60","20,508"
"AKZOINDIA","EQ","29-Dec-2025","3,123.80","3,123.90","3,184.90","3,101.40","3,140.60","3,147.10","3,156.44","1,02,916","32,48,47,887.20","13,886"
"AKZOINDIA","EQ","26-Dec-2025","3,136.00","3,149.00","3,152.10","3,120.00","3,121.00","3,123.80","3,137.14","28,461","8,92,86,108.70","4,263"
"AKZOINDIA","EQ","24-Dec-2025","3,150.50","3,153.00","3,170.00","3,130.00","3,138.00","3,136.00","3,147.44","1,56,377","49,21,87,969.80","8,006"
"AKZOINDIA","EQ","23-Dec-2025","3,150.40","3,157.00","3,159.00","3,127.60","3,151.90","3,150.50","3,143.89","88,158","27,71,58,872.30","6,986"
"AKZOINDIA","EQ","22-Dec-2025","3,149.40","3,135.00","3,165.40","3,131.10","3,150.00","3,150.40","3,152.51","70,202","22,13,12,359.50","6,152"
"AKZOINDIA","EQ","19-Dec-2025","3,112.10","3,130.00","3,158.00","3,102.50","3,148.00","3,149.40","3,140.65","3,49,508","1,09,76,82,031.00","23,005"
"AKZOINDIA","EQ","18-Dec-2025","3,132.70","3,148.00","3,154.50","3,087.50","3,126.50","3,112.10","3,128.23","5,59,154","1,74,91,61,074.30","37,091"
"AKZOINDIA","EQ","17-Dec-2025","3,624.00","3,252.00","3,275.00","3,080.20","3,130.00","3,132.70","3,153.70","1,02,27,719","32,25,51,89,274.20","1,49,493"
"AKZOINDIA","EQ","16-Dec-2025","3,633.90","3,633.90","3,679.70","3,591.00","3,622.00","3,624.00","3,639.58","44,742","16,28,42,239.30","8,717"
"AKZOINDIA","EQ","15-Dec-2025","3,601.20","3,617.60","3,677.00","3,617.00","3,624.00","3,633.90","3,651.24","76,572","27,95,82,571.20","13,613"
"AKZOINDIA","EQ","12-Dec-2025","3,549.80","3,549.80","3,624.90","3,532.00","3,594.00","3,601.20","3,590.51","55,042","19,76,28,803.20","8,783"
"AKZOINDIA","EQ","11-Dec-2025","3,516.50","3,516.50","3,629.90","3,511.20","3,525.00","3,549.80","3,564.17","67,966","24,22,42,608.60","15,432"
"AKZOINDIA","EQ","10-Dec-2025","3,565.90","3,570.00","3,661.00","3,485.00","3,503.00","3,516.50","3,526.07","60,180","21,21,99,043.60","11,400"
"AKZOINDIA","EQ","09-Dec-2025","3,489.70","3,468.90","3,618.00","3,407.50","3,565.00","3,565.90","3,513.16","1,10,486","38,81,55,453.50","16,806"
"AKZOINDIA","EQ","08-Dec-2025","3,513.40","3,520.00","3,582.40","3,451.50","3,451.50","3,489.70","3,537.38","1,13,292","40,07,57,063.00","17,573"
"AKZOINDIA","EQ","05-Dec-2025","3,541.70","3,530.10","3,544.00","3,460.40","3,513.30","3,513.40","3,505.40","1,40,508","49,25,37,220.90","19,764"
"AKZOINDIA","EQ","04-Dec-2025","3,529.60","3,560.00","3,628.00","3,486.10","3,509.90","3,541.70","3,578.11","6,07,790","2,17,47,38,820.20","74,630"
"AKZOINDIA","EQ","03-Dec-2025","3,482.80","3,413.20","3,647.90","3,352.00","3,555.40","3,529.60","3,532.57","18,11,906","6,40,06,92,562.30","1,70,668"
"AKZOINDIA","EQ","02-Dec-2025","3,299.50","3,319.80","3,745.00","3,293.40","3,405.00","3,482.80","3,581.77","25,24,832","9,04,33,70,978.40","2,08,677"
"AKZOINDIA","EQ","01-Dec-2025","3,310.80","3,310.80","3,335.00","3,263.60","3,310.00","3,299.50","3,294.36","15,705","5,17,37,896.30","4,933"
"AKZOINDIA","EQ","28-Nov-2025","3,400.60","3,400.00","3,400.00","3,281.50","3,302.50","3,310.80","3,333.50","20,604","6,86,83,376.20","5,449"
"AKZOINDIA","EQ","27-Nov-2025","3,418.80","3,410.00","3,445.80","3,314.80","3,387.00","3,400.60","3,388.27","17,641","5,97,72,481.40","4,324"
"AKZOINDIA","EQ","26-Nov-2025","3,397.50","3,393.00","3,443.20","3,384.60","3,417.10","3,418.80","3,419.73","25,174","8,60,88,312.90","2,934"
"AKZOINDIA","EQ","25-Nov-2025","3,356.60","3,356.60","3,406.50","3,336.10","3,405.90","3,397.50","3,388.85","13,423","4,54,88,515.60","2,587"
"AKZOINDIA","EQ","24-Nov-2025","3,385.00","3,385.00","3,397.70","3,334.60","3,370.00","3,356.60","3,356.01","18,049","6,05,72,625.80","4,011"
"AKZOINDIA","EQ","21-Nov-2025","3,393.90","3,393.00","3,423.50","3,364.00","3,380.00","3,385.00","3,396.63","21,386","7,26,40,422.80","4,448"
"AKZOINDIA","EQ","20-Nov-2025","3,371.60","3,400.00","3,404.70","3,355.00","3,390.40","3,393.90","3,384.16","15,004","5,07,76,001.70","3,223"
"AKZOINDIA","EQ","19-Nov-2025","3,381.70","3,430.00","3,430.00","3,326.50","3,371.90","3,371.60","3,364.95","35,221","11,85,16,823.60","7,506"
"AKZOINDIA","EQ","18-Nov-2025","3,328.00","3,360.00","3,403.70","3,306.30","3,375.00","3,381.70","3,323.11","5,81,622","1,93,27,93,005.50","8,245"
"AKZOINDIA","EQ","17-Nov-2025","3,359.30","3,380.00","3,387.90","3,299.90","3,316.90","3,328.00","3,339.88","20,079","6,70,61,387.40","3,966"
"AKZOINDIA","EQ","14-Nov-2025","3,350.10","3,324.00","3,363.40","3,315.50","3,360.00","3,359.30","3,349.09","12,384","4,14,75,188.40","3,246"
"AKZOINDIA","EQ","13-Nov-2025","3,310.30","3,335.00","3,355.00","3,306.40","3,351.90","3,350.10","3,340.23","16,668","5,56,75,001.60","2,277"
"AKZOINDIA","EQ","12-Nov-2025","3,306.30","3,319.30","3,330.00","3,270.30","3,319.00","3,310.30","3,298.68","15,991","5,27,49,185.70","3,696"
"AKZOINDIA","EQ","11-Nov-2025","3,299.40","3,299.40","3,319.40","3,267.60","3,316.00","3,306.30","3,298.61","14,968","4,93,73,591.30","3,619"
"AKZOINDIA","EQ","10-Nov-2025","3,262.30","3,261.90","3,310.00","3,216.10","3,305.60","3,299.40","3,275.40","12,145","3,97,79,739.40","3,210"
"AKZOINDIA","EQ","07-Nov-2025","3,217.40","3,250.00","3,286.20","3,156.90","3,243.00","3,262.30","3,235.56","45,890","14,84,79,892.80","8,274"
"AKZOINDIA","EQ","06-Nov-2025","3,239.60","3,259.00","3,259.00","3,202.50","3,230.00","3,217.40","3,227.25","32,484","10,48,33,887.50","2,991"
"AKZOINDIA","EQ","04-Nov-2025","3,261.20","3,232.00","3,260.00","3,232.00","3,235.00","3,239.60","3,242.31","45,461","14,73,98,619.10","8,554"
"AKZOINDIA","EQ","03-Nov-2025","3,241.70","3,269.90","3,280.00","3,231.10","3,261.00","3,261.20","3,255.26","55,970","18,21,96,949.40","6,131"
"AKZOINDIA","EQ","31-Oct-2025","3,270.50","3,299.50","3,299.50","3,222.70","3,250.00","3,241.70","3,238.32","77,099","24,96,71,411.00","10,470"
"AKZOINDIA","EQ","30-Oct-2025","3,303.80","3,303.00","3,303.00","3,246.30","3,265.20","3,270.50","3,266.21","26,957","8,80,47,118.00","4,298"
"AKZOINDIA","EQ","29-Oct-2025","3,284.20","3,285.00","3,320.00","3,259.00","3,300.00","3,303.80","3,298.25","43,165","14,23,69,080.40","4,740"
"AKZOINDIA","EQ","28-Oct-2025","3,249.70","3,250.00","3,300.00","3,235.60","3,284.10","3,284.20","3,260.71","25,920","8,45,17,528.00","3,151"
"AKZOINDIA","EQ","27-Oct-2025","3,283.50","3,290.00","3,290.00","3,241.20","3,246.20","3,249.70","3,251.96","19,366","6,29,77,438.40","3,887"
"AKZOINDIA","EQ","24-Oct-2025","3,334.10","3,345.00","3,365.90","3,257.20","3,288.50","3,283.50","3,289.41","29,647","9,75,21,237.30","4,870"
"AKZOINDIA","EQ","23-Oct-2025","3,370.70","3,390.70","3,390.70","3,328.00","3,334.00","3,334.10","3,347.58","8,844","2,96,05,981.30","2,283"
"AKZOINDIA","EQ","21-Oct-2025","3,350.60","3,340.00","3,394.00","3,340.00","3,374.90","3,370.70","3,371.12","3,563","1,20,11,290.50","730"
"AKZOINDIA","EQ","20-Oct-2025","3,395.40","3,395.40","3,395.40","3,320.00","3,350.00","3,350.60","3,369.69","15,577","5,24,89,708.50","4,725"
"AKZOINDIA","EQ","17-Oct-2025","3,389.80","3,373.10","3,411.00","3,373.00","3,395.70","3,395.40","3,395.24","28,251","9,59,18,959.40","7,209"
"AKZOINDIA","EQ","16-Oct-2025","3,392.20","3,399.20","3,407.00","3,355.20","3,388.10","3,389.80","3,396.83","63,013","21,40,44,159.90","5,716"
"AKZOINDIA","EQ","15-Oct-2025","3,353.50","3,359.90","3,440.40","3,303.00","3,392.30","3,392.20","3,362.98","72,401","24,34,83,353.10","9,853"
"AKZOINDIA","EQ","14-Oct-2025","3,338.80","3,349.80","3,378.40","3,303.20","3,345.20","3,353.50","3,338.76","1,14,349","38,17,83,887.60","7,433"
"AKZOINDIA","EQ","13-Oct-2025","3,344.90","3,349.90","3,356.90","3,325.10","3,337.80","3,338.80","3,339.83","18,135","6,05,67,853.40","3,881"
"AKZOINDIA","EQ","10-Oct-2025","3,329.60","3,329.60","3,359.20","3,328.40","3,345.00","3,344.90","3,343.88","2,18,085","72,92,51,056.90","5,180"
"AKZOINDIA","EQ","09-Oct-2025","3,348.10","3,359.90","3,359.90","3,323.00","3,326.00","3,329.60","3,331.48","24,744","8,24,34,022.20","3,298"
"AKZOINDIA","EQ","08-Oct-2025","3,333.80","3,338.90","3,359.90","3,327.80","3,340.40","3,348.10","3,345.99","21,781","7,28,79,044.40","5,861"
"AKZOINDIA","EQ","07-Oct-2025","3,312.60","3,321.00","3,344.00","3,311.10","3,327.10","3,333.80","3,325.92","18,429","6,12,93,288.30","4,356"
"AKZOINDIA","EQ","06-Oct-2025","3,343.80","3,350.00","3,350.00","3,303.30","3,305.00","3,312.60","3,319.48","26,041","8,64,42,478.60","3,666"
"AKZOINDIA","EQ","03-Oct-2025","3,316.20","3,319.50","3,386.00","3,302.10","3,356.50","3,343.80","3,351.02","59,822","20,04,64,799.80","12,800"
"AKZOINDIA","EQ","01-Oct-2025","3,309.50","3,280.00","3,324.40","3,261.10","3,310.00","3,316.20","3,290.48","71,707","23,59,50,463.90","16,159"
"AKZOINDIA","EQ","30-Sep-2025","3,291.10","3,318.00","3,322.00","3,252.90","3,307.00","3,309.50","3,285.89","35,655","11,71,58,535.40","8,941"
"AKZOINDIA","EQ","29-Sep-2025","3,354.60","3,350.10","3,351.20","3,260.10","3,290.00","3,291.10","3,296.11","1,46,569","48,31,07,964.50","22,833"
"AKZOINDIA","EQ","26-Sep-2025","3,397.70","3,408.00","3,408.00","3,345.00","3,345.00","3,354.60","3,356.50","64,792","21,74,74,655.90","13,031"
"AKZOINDIA","EQ","25-Sep-2025","3,390.10","3,410.00","3,410.00","3,373.30","3,400.00","3,397.70","3,394.82","54,619","18,54,21,480.30","10,763"
"AKZOINDIA","EQ","24-Sep-2025","3,392.70","3,400.20","3,417.00","3,373.00","3,399.80","3,390.10","3,388.58","62,097","21,04,20,400.60","8,385"
"AKZOINDIA","BL","24-Sep-2025","311.50","3,358.80","3,358.80","3,358.80","3,358.80","3,358.80","3,358.80","22,77,015","7,64,80,37,982.00","13"
"AKZOINDIA","EQ","23-Sep-2025","3,376.30","3,376.30","3,399.80","3,376.30","3,397.00","3,392.70","3,390.50","11,706","3,96,89,231.90","2,617"
"AKZOINDIA","EQ","22-Sep-2025","3,374.80","3,395.00","3,397.60","3,375.00","3,380.00","3,376.30","3,379.29","4,877","1,64,80,800.70","1,111"
"AKZOINDIA","EQ","19-Sep-2025","3,398.10","3,380.10","3,398.20","3,365.20","3,387.30","3,374.80","3,376.41","21,937","7,40,68,259.10","2,614"
"AKZOINDIA","EQ","18-Sep-2025","3,379.10","3,365.10","3,409.00","3,365.10","3,403.90","3,398.10","3,396.53","14,383","4,88,52,280.90","3,340"
"AKZOINDIA","EQ","17-Sep-2025","3,380.50","3,401.80","3,419.90","3,370.00","3,371.00","3,379.10","3,395.94","22,109","7,50,80,789.00","4,248"
"AKZOINDIA","EQ","16-Sep-2025","3,385.40","3,389.90","3,405.30","3,361.00","3,380.00","3,380.50","3,380.36","7,152","2,41,76,302.40","1,875"
"AKZOINDIA","EQ","15-Sep-2025","3,366.20","3,379.90","3,399.90","3,357.00","3,375.00","3,385.40","3,380.94","20,857","7,05,16,280.30","3,162"
"AKZOINDIA","EQ","12-Sep-2025","3,363.50","3,374.80","3,385.40","3,351.10","3,370.00","3,366.20","3,365.23","13,524","4,55,11,303.80","2,162"
"AKZOINDIA","EQ","11-Sep-2025","3,391.20","3,391.20","3,407.60","3,356.10","3,374.80","3,363.50","3,372.45","30,141","10,16,49,089.40","3,211"
"AKZOINDIA","EQ","10-Sep-2025","3,395.50","3,409.10","3,415.90","3,385.10","3,390.00","3,391.20","3,395.05","5,716","1,94,06,096.80","1,379"
"AKZOINDIA","EQ","09-Sep-2025","3,417.10","3,415.90","3,419.80","3,384.10","3,387.10","3,395.50","3,398.63","4,397","1,49,43,761.90","1,286"
"AKZOINDIA","EQ","08-Sep-2025","3,382.80","3,400.60","3,424.00","3,368.80","3,420.20","3,417.10","3,410.93","16,601","5,66,24,769.30","2,785"
"AKZOINDIA","EQ","05-Sep-2025","3,417.20","3,420.50","3,421.00","3,381.00","3,385.00","3,382.80","3,388.72","9,344","3,16,64,230.70","1,537"
"AKZOINDIA","EQ","04-Sep-2025","3,373.60","3,399.00","3,429.00","3,380.20","3,418.90","3,417.20","3,414.39","26,793","9,14,81,760.80","4,267"
"AKZOINDIA","EQ","03-Sep-2025","3,421.80","3,439.80","3,439.80","3,361.00","3,378.80","3,373.60","3,381.00","25,712","8,69,32,223.20","3,666"
"AKZOINDIA","EQ","02-Sep-2025","3,407.60","3,428.00","3,440.00","3,393.70","3,429.00","3,421.80","3,417.29","14,400","4,92,09,030.90","3,375"
"AKZOINDIA","EQ","01-Sep-2025","3,410.60","3,415.00","3,440.00","3,391.60","3,405.60","3,407.60","3,413.04","10,344","3,53,04,461.20","2,666"
"AKZOINDIA","EQ","29-Aug-2025","3,464.20","3,465.90","3,465.90","3,376.10","3,413.90","3,410.60","3,399.49","20,754","7,05,52,972.90","4,550"
"AKZOINDIA","EQ","28-Aug-2025","3,425.40","3,432.30","3,470.00","3,429.40","3,466.00","3,464.20","3,457.48","24,788","8,57,03,918.40","4,215"
"AKZOINDIA","EQ","26-Aug-2025","3,422.40","3,412.00","3,460.00","3,397.60","3,427.00","3,425.40","3,438.83","19,870","6,83,29,618.40","5,528"
"AKZOINDIA","EQ","25-Aug-2025","3,399.60","3,382.10","3,448.00","3,382.10","3,438.10","3,422.40","3,423.90","17,306","5,92,53,963.70","3,891"
"AKZOINDIA","EQ","22-Aug-2025","3,398.40","3,398.40","3,410.20","3,381.00","3,402.60","3,399.60","3,396.71","8,940","3,03,66,623.00","2,436"
"AKZOINDIA","EQ","21-Aug-2025","3,362.60","3,379.90","3,406.00","3,360.10","3,405.00","3,398.40","3,389.69","9,777","3,31,41,013.20","2,437"
"AKZOINDIA","EQ","20-Aug-2025","3,402.40","3,402.40","3,419.80","3,351.00","3,360.30","3,362.60","3,365.43","33,426","11,24,92,973.00","7,132"
"AKZOINDIA","EQ","19-Aug-2025","3,448.10","3,448.10","3,448.10","3,392.00","3,397.00","3,402.40","3,406.43","18,758","6,38,97,850.30","3,574"
"AKZOINDIA","EQ","18-Aug-2025","3,421.00","3,420.10","3,456.90","3,405.50","3,450.00","3,448.10","3,443.03","21,390","7,36,46,359.80","5,844"
